"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"26",".",".",".","Married",".",".",2025,0001001,2,2,89550.75,17811.62,82.869,34886.67,7415.95,22408.15,5736.37,1209.12,3979.39,13469.19,11903.07,14544.45,17875.62,79241.56,48073.58,5721.19,1065.38,911.13,228.18,81.07,1779.26,522.98,58382.78,4521.65,1452.27,2400.45,1080.69,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"27",".",".",".","Married",".",".",2035,0001001,2,2,92185.29,20261.32,79.485,36132.31,5222.38,23171.59,6111.38,1206.82,4700.31,15327.43,13540.07,15656.59,18070.59,80263.94,49504.29,6580.51,1113.44,935.90,241.26,125.34,2258.85,666.06,61425.64,6230.78,1496.64,2578.85,1177.77,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"28",".",".",".","Married",".",".",2045,0001001,2,2,98686.93,22035.81,62.587,37590.97,4059.63,26895.72,6668.76,1373.45,5640.80,16662.93,14735.75,17902.43,21236.30,83724.61,53501.31,8282.64,1348.68,1060.93,281.93,213.73,2914.32,860.08,68463.63,8112.19,1660.59,2950.80,1312.85,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"29",".",".",".","Married",".",".",2055,0001001,2,2,107667.87,24386.29,46.346,38098.27,3663.44,32347.73,7478.69,1647.10,6312.03,18477.51,16306.75,21605.58,25433.72,88589.83,59625.76,10674.07,1606.82,1276.27,347.57,337.55,3736.62,1099.13,78703.80,9455.93,2031.43,3544.57,1580.95,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"30",".",".",".","Married",".",".",2065,0001001,2,2,115811.81,27794.36,35.496,39722.85,3652.02,34590.01,8190.04,1827.04,7051.28,20976.12,18632.62,23271.23,26979.31,94238.95,64996.08,11738.40,1626.96,1413.06,371.54,416.10,4639.40,1367.39,86568.94,11114.76,2196.61,3686.11,1672.54,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"31",".",".",".","Widowed",".",".",2015,0001001,3,2,55320.70,15313.35,222.788,22852.63,5719.67,5225.98,5252.10,734.20,10793.59,14995.36,452.86,5273.54,0.00,50262.75,28767.35,2311.99,465.09,268.52,66.88,24.43,1507.28,413.77,33825.31,3026.02,919.61,1784.26,879.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"32",".",".",".","Widowed",".",".",2025,0001001,3,2,68778.44,17740.10,165.961,31172.35,5540.76,6558.03,6828.91,772.32,13744.70,17316.63,494.68,6575.90,0.00,62030.92,34015.85,3195.15,571.66,363.25,88.32,45.52,1902.61,581.01,40763.38,5276.56,1263.23,2592.82,853.59,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"33",".",".",".","Widowed",".",".",2035,0001001,3,2,74507.41,19759.60,87.523,34438.36,4761.71,6690.73,7900.48,869.01,14776.65,19178.99,624.46,6722.46,0.00,66158.48,36859.83,4029.85,598.63,380.29,92.14,72.87,2428.86,746.29,45208.75,8000.97,1266.13,2769.45,1003.64,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"34",".",".",".","Widowed",".",".",2045,0001001,3,2,78431.43,21385.44,86.322,37483.64,3276.40,6940.46,8438.58,820.58,16102.11,20722.52,718.89,6996.83,0.00,68252.28,38199.90,4773.75,718.18,387.03,97.48,133.48,3129.98,939.26,48379.05,10227.41,1599.31,3054.05,989.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35",".",".",".","Widowed",".",".",2055,0001001,3,2,78390.48,23399.87,77.650,35027.77,2566.40,7352.79,8987.55,978.45,18601.76,22711.22,746.48,7396.69,0.00,66656.59,40443.95,5186.85,679.46,420.13,102.73,180.71,3969.86,1194.16,52177.84,11718.89,1548.04,3232.69,1303.06,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"36",".",".",".","Widowed",".",".",2065,0001001,3,2,85405.57,26320.37,59.911,36483.37,2585.49,8324.14,10630.86,1001.42,19856.77,25598.60,807.03,8367.96,0.00,70580.10,44939.82,6647.36,833.15,482.18,118.00,269.70,4988.74,1486.33,59765.29,13980.97,2408.84,3558.50,1525.65,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"37",".",".",".","Divorced",".",".",2015,0001001,4,2,57896.65,11854.61,281.233,23228.76,5780.11,12123.83,3755.69,872.42,8837.20,11914.43,0.00,12150.52,0.00,51609.57,29498.67,2930.73,637.27,656.55,158.75,19.36,1484.73,399.69,35785.74,1485.00,924.44,2046.17,417.94,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"38",".",".",".","Divorced",".",".",2025,0001001,4,2,58716.95,13967.71,223.712,21958.09,4836.82,12476.96,4267.55,986.11,9517.26,13995.94,0.00,12508.74,0.00,51580.24,31560.80,3197.95,586.76,696.09,170.09,33.15,1891.49,561.19,38697.51,2693.63,953.56,1971.78,587.23,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"39",".",".",".","Divorced",".",".",2035,0001001,4,2,65348.39,15754.69,170.851,25434.50,3873.65,14240.51,4958.61,915.58,11198.28,15771.70,0.00,14256.85,0.00,55656.74,34635.28,4675.54,798.47,792.17,198.27,109.76,2404.94,712.51,44326.93,4022.93,1393.17,2863.55,1092.00,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"40",".",".",".","Divorced",".",".",2045,0001001,4,2,75540.74,17417.12,143.553,32294.41,2860.56,15411.10,6263.37,1150.64,13186.61,17434.42,0.00,15440.16,0.00,64306.51,37225.14,5092.98,803.13,887.64,219.38,146.88,3153.30,930.91,48459.37,5473.91,1636.84,3311.71,1053.94,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"41",".",".",".","Divorced",".",".",2055,0001001,4,2,86687.82,19580.53,91.559,36371.76,2432.60,19331.12,7644.56,1235.69,14536.14,19610.78,0.00,19426.31,0.00,71296.35,41731.24,7661.83,1020.61,1011.92,276.35,292.48,3960.14,1168.14,57122.71,6350.42,2100.59,4258.45,1741.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"42",".",".",".","Divorced",".",".",2065,0001001,4,2,87731.63,22001.29,86.067,34822.18,2235.38,18891.74,8234.04,1460.94,16100.99,22031.03,0.00,18945.17,0.00,70935.00,43217.76,7725.47,983.12,1064.65,270.37,316.63,4967.29,1469.11,60014.39,7538.24,2053.63,4276.78,1470.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"43",".",".",".","Single",".",".",2015,0001001,5,2,48457.48,10003.47,621.316,16327.64,6343.26,11569.44,2904.24,688.12,7210.66,10048.11,0.00,11604.73,0.00,42191.80,27177.86,2908.84,681.57,574.62,142.57,31.47,1521.09,405.52,33443.54,1051.58,855.75,1889.38,421.23,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"44",".",".",".","Single",".",".",2025,0001001,5,2,54530.34,12115.54,430.924,18405.42,4254.69,15414.18,3061.19,848.41,9182.70,12148.65,0.00,15455.53,0.00,46319.56,30704.09,3934.80,754.27,838.77,210.62,59.43,1866.42,546.48,38914.88,2205.41,950.61,2008.70,686.43,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"45",".",".",".","Single",".",".",2035,0001001,5,2,62825.67,14320.93,302.842,24631.41,3324.98,15236.23,4050.68,958.59,10104.07,14345.58,0.00,15255.83,0.00,52995.11,33095.46,4768.06,837.67,782.76,209.11,104.47,2420.93,707.57,42926.02,3884.23,1234.11,2679.78,984.32,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"46",".",".",".","Single",".",".",2045,0001001,5,2,66863.36,15545.36,212.686,29524.05,2878.78,13174.97,4503.11,1024.40,11302.21,15569.78,0.00,13186.32,0.00,56102.77,33459.25,4920.17,806.94,694.62,177.20,148.68,3105.27,907.71,44219.83,5478.73,1445.19,3309.08,1150.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"47",".",".",".","Single",".",".",2055,0001001,5,2,74737.49,16781.10,168.571,32492.87,2144.64,16810.74,5213.07,1126.50,12975.87,16803.92,0.00,16869.70,0.00,60739.82,36581.96,6551.78,1103.18,833.69,215.12,267.54,3880.95,1145.40,50579.63,5981.68,2648.22,3793.70,1124.48,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"48",".",".",".","Single",".",".",2065,0001001,5,2,80590.74,19233.93,132.776,34023.46,2465.71,17211.56,6423.43,1099.87,14366.49,19255.28,0.00,17261.11,0.00,64724.62,39041.57,7032.88,1054.29,905.03,233.54,299.36,4896.12,1444.90,54907.69,7189.59,1896.72,4197.69,1479.84,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"49",".",".",".",".",".",".",2015,0000001,1,3,72327.80,14592.28,186.066,27018.77,7886.82,16753.40,4934.83,955.63,5883.93,12471.38,5990.30,12614.71,9989.32,64087.93,38582.99,4561.84,949.53,650.38,178.65,53.90,1453.70,391.86,46822.86,2337.43,1143.20,2142.01,826.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"50",".",".",".",".",".",".",2025,0000001,1,3,78067.84,16739.45,150.183,30861.37,6408.08,17352.17,5494.95,1061.63,7094.12,14157.07,6970.65,12821.04,10326.55,69074.94,41490.46,4722.10,875.61,769.80,191.73,65.59,1826.50,541.56,50483.35,4197.98,1300.47,2341.25,932.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"51",".",".",".",".",".",".",2035,0000001,1,3,81696.61,18868.22,119.302,33029.33,4730.35,17807.29,6069.68,1072.45,8182.96,16031.06,7609.25,13663.00,9991.15,71020.48,43115.05,5612.38,937.82,789.40,202.40,110.49,2330.74,692.91,53791.18,6011.10,1406.82,2666.19,1109.47,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"52",".",".",".",".",".",".",2045,0000001,1,3,87109.31,20390.95,99.056,35745.37,3579.85,19442.90,6667.54,1183.64,9527.32,17427.68,7920.58,14714.32,11205.35,74188.19,45477.03,6687.04,1074.37,850.60,221.78,179.70,3015.69,891.94,58398.15,7827.11,1614.65,3068.84,1191.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"53",".",".",".",".",".",".",2055,0000001,1,3,94316.98,22374.78,77.583,36406.39,3062.04,23598.68,7409.31,1388.19,10679.83,19127.05,8770.24,17941.53,13463.88,77876.44,50128.55,8618.58,1281.34,1013.53,272.01,291.64,3830.73,1132.72,66569.09,8926.25,2050.99,3615.42,1475.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54",".",".",".",".",".",".",2065,0000001,1,3,100932.13,25357.51,62.772,37574.05,3088.10,25016.64,8323.60,1509.46,11680.14,21626.53,10007.04,19048.14,14280.68,82122.55,54324.57,9535.75,1309.50,1116.97,290.22,357.87,4785.15,1414.12,73134.15,10523.49,2165.49,3821.77,1588.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"55",".",".","1.White",".",".",".",2015,0010001,2,3,82671.41,16006.50,66.193,32442.99,8687.31,18817.59,5687.56,963.26,4434.14,13604.42,6677.66,14346.50,11056.74,73277.65,42714.52,5401.49,1125.56,726.55,203.85,67.42,1472.95,395.94,52108.28,2765.41,1332.44,2533.44,936.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"56",".",".","1.White",".",".",".",2025,0010001,2,3,90241.74,18538.11,51.622,37716.45,7211.50,19216.73,6453.27,1054.06,5011.03,15617.16,7800.67,14478.92,11112.70,80060.91,46351.29,5558.65,1039.71,874.87,218.36,80.29,1858.55,550.41,56532.13,4933.85,1567.76,2841.75,1116.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"57",".",".","1.White",".",".",".",2035,0010001,2,3,95354.14,21015.00,43.856,41220.65,5425.20,19416.64,7150.50,1082.29,5603.98,17886.13,8446.20,15282.25,10487.98,83221.87,48278.88,6672.08,1124.46,880.47,228.40,137.03,2381.05,708.77,60411.14,7157.69,1686.75,3268.14,1315.58,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"58",".",".","1.White",".",".",".",2045,0010001,2,3,103182.86,22782.38,38.094,45884.70,4160.26,21206.91,7967.88,1142.63,6486.54,19517.66,8804.03,16325.88,11979.47,88386.80,51351.27,8019.69,1310.35,967.79,251.71,224.38,3103.91,918.23,66147.33,9483.87,2022.44,3867.31,1443.43,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"59",".",".","1.White",".",".",".",2055,0010001,2,3,111366.83,24953.40,31.693,46271.82,3560.03,26319.91,8830.54,1399.43,7385.96,21400.55,9750.68,20653.17,14619.07,92755.29,57160.52,10058.43,1558.68,1181.35,315.16,359.08,3966.89,1171.94,75772.06,10719.03,2592.48,4461.16,1734.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"60",".",".","1.White",".",".",".",2065,0010001,2,3,118941.07,28244.46,23.184,47429.03,3642.38,28133.12,9976.37,1492.52,7937.30,24202.24,11109.41,21527.51,16072.35,97571.37,61944.46,11280.22,1593.81,1294.53,336.62,439.78,4963.07,1461.66,83314.15,12473.32,2684.63,4749.51,1871.04,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
