"Obs","male","xeduc","raceeth","marstat","pcincQ","ksaimeQ","year","_TYPE_","_PAGE_","_TABLE_","pctoti_Mean","pcssb_Mean","pcSSI_Mean","pcinci_Mean","pcdbinc_Mean","pcearn_Mean","pcimpr_Mean","pcNotModel_Mean","pcothinc_Mean","xssb_Mean","xsssb_Mean","xearn_Mean","xsern_Mean","pcNetTOTI_Mean","pcNetCensusIncome_Mean","pcfedtax_Mean","pcstatetax_Mean","pcFICAtax_Mean","pcHItax_Mean","pcMedicareSurtax_Mean","MedicareBPremium_Mean","MedicareDPremium_Mean","PCCENSUSINCOME_Mean","pcdeltaIRA_Mean","pcint_Mean","pcdiv_Mean","pcrentinc_Mean","hpctoti_Mean","hpcssb_Mean","hpcSSI_Mean","hpcinci_Mean","hpcdbinc_Mean","hpcearn_Mean","hpcimpr_Mean","hpcNotModel_Mean","hpcothinc_Mean","hxssb_Mean","hxsssb_Mean","hxearn_Mean","hxsern_Mean","hpcNetTOTI_Mean","hpcNetCENSUSincome_Mean","hpcfedtax_Mean","hpcstatetax_Mean","hpcFICAtax_Mean","hpcHItax_Mean","hpcMedicareSurtax_Mean","hMedicareBpremium_Mean","hMedicareDpremium_Mean","hpcCensusIncome_Mean","hpcdeltaIRA_Mean","hpcint_Mean","hpcdiv_Mean","hpcrentinc_Mean"
"12","Female",".",".",".",".",".",2065,1000001,2,1,75237.21,16558.86,76.334,29440.74,2363.21,18288.50,7581.23,928.34,14343.73,15630.93,8001.48,16552.38,11922.62,59922.70,38370.91,6804.14,967.83,852.46,217.030,273.77,4749.75,1449.52,53685.41,9179.40,1822.62,3183.74,1284.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"13","Male",".",".",".",".",".",2015,1000001,3,1,64311.58,11654.88,101.104,25284.23,7088.92,15165.05,4003.53,1013.87,3141.93,14197.16,4964.68,17222.03,10575.98,56693.33,32844.03,4102.80,853.67,615.58,173.448,50.31,1447.32,375.12,40462.27,1890.50,1018.64,1837.01,692.31,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"14","Male",".",".",".",".",".",2025,1000001,3,1,65940.48,13250.14,94.398,27403.19,5406.82,14389.21,4261.84,1134.88,4022.90,15447.96,6121.40,14258.73,11781.66,58171.46,33713.98,3839.26,726.60,662.38,163.373,53.51,1808.74,515.16,41483.00,3368.36,1135.63,1915.06,788.50,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"15","Male",".",".",".",".",".",2035,1000001,3,1,66911.02,11492.51,99.676,29653.52,3887.81,15882.61,4765.97,1128.92,4776.71,13011.14,5359.84,16321.53,11698.08,57536.36,32318.40,4607.11,800.45,708.16,187.434,95.72,2314.57,661.22,41693.07,4799.14,1167.91,2338.01,896.48,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"16","Male",".",".",".",".",".",2045,1000001,3,1,73518.99,12768.56,88.915,33416.70,3103.72,17487.16,5349.67,1304.26,5508.00,14307.31,5756.32,17741.37,13088.07,61998.82,34912.57,5571.22,976.89,773.91,206.773,161.92,2979.95,849.51,46432.74,6318.56,1392.82,2864.11,1104.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"17","Male",".",".",".",".",".",2055,1000001,3,1,79094.33,13897.56,69.893,33740.70,2687.91,21286.57,5933.84,1477.85,5852.04,15558.69,6316.82,21925.65,15086.13,64162.39,38401.05,7480.65,1152.82,910.72,252.529,272.01,3786.85,1076.34,53332.98,7308.35,1954.93,3323.47,1326.44,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"18","Male",".",".",".",".",".",2065,1000001,3,1,82201.73,15307.61,61.915,33983.43,2719.23,22000.32,6547.32,1581.90,6581.31,17124.04,7053.46,21873.30,16949.96,65757.20,40265.51,7697.81,1134.12,983.10,258.997,306.09,4720.70,1343.71,56710.04,8447.30,1834.52,3358.45,1398.79,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"19",".",".",".",".",".",".",2015,0000001,1,2,58467.82,12064.12,171.823,21936.37,6345.42,13097.65,4068.22,784.22,5437.75,12471.38,5990.30,12614.71,9989.32,51599.26,30897.17,3571.10,745.94,522.88,141.832,41.24,1453.70,391.86,37765.73,1938.23,928.91,1759.42,675.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"20",".",".",".",".",".",".",2025,0000001,1,2,63374.10,13799.07,138.270,25053.48,5177.92,13783.23,4551.13,871.01,6503.22,14157.07,6970.65,12821.04,10326.55,55686.20,33301.58,3784.49,702.77,624.60,155.366,52.61,1826.50,541.56,40989.48,3446.42,1068.72,1945.25,759.60,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"21",".",".",".",".",".",".",2035,0000001,1,2,63618.24,11971.89,127.854,27295.63,3899.08,14330.34,5109.97,883.48,7503.08,12255.59,5817.20,13663.00,9991.15,54663.16,31620.37,4278.81,751.67,648.19,166.222,87.99,2329.61,692.59,40575.44,5015.95,1162.32,2262.26,922.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"22",".",".",".",".",".",".",2045,0000001,1,2,68744.35,13330.96,108.277,30089.16,2963.71,15593.88,5681.46,976.91,8741.97,13614.68,6187.64,14714.32,11205.35,57851.87,33662.37,5120.48,862.13,699.03,181.560,143.57,2998.54,887.17,44554.85,6593.23,1359.06,2630.65,998.18,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"23",".",".",".",".",".",".",2055,0000001,1,2,74070.37,14434.03,86.461,30652.53,2506.67,18954.78,6294.61,1141.29,9822.66,14771.25,6773.00,17941.53,13463.88,60212.14,36807.94,6613.38,1027.41,830.62,222.221,235.16,3804.31,1125.13,50666.17,7486.16,1733.41,3084.09,1239.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"24",".",".",".",".",".",".",2065,0000001,1,2,78503.90,15971.97,69.571,31571.48,2530.20,20029.52,7096.27,1234.89,10702.79,16331.27,7556.81,19048.14,14280.68,62659.36,39259.57,7223.32,1045.83,913.73,236.715,288.93,4736.12,1399.89,55104.11,8836.01,1828.20,3265.69,1338.06,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"25",".",".",".","Married",".",".",2015,0001001,2,2,60708.46,11057.06,71.994,21861.33,6691.12,16430.10,3807.01,789.85,2321.51,11930.91,10183.21,15595.43,17264.78,52960.53,32295.30,4267.23,883.60,578.97,165.459,53.90,1418.55,380.22,40043.24,1728.90,935.76,1660.32,678.13,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"26",".",".",".","Married",".",".",2025,0001001,2,2,63998.85,12686.13,60.326,24800.23,5274.76,16210.04,4091.46,875.90,2890.64,13469.19,11903.07,14544.45,17875.62,55955.01,33809.63,4094.05,765.39,658.78,164.982,58.39,1779.26,522.98,41853.46,3215.33,1048.89,1712.19,769.90,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"27",".",".",".","Married",".",".",2035,0001001,2,2,62657.35,11034.46,66.073,25740.84,3714.00,16863.59,4367.99,870.39,3399.65,11717.67,10351.25,15656.59,18070.59,53599.97,31669.35,4404.45,786.67,679.35,175.560,86.99,2258.43,665.93,40726.73,4425.64,1066.13,1847.51,838.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"28",".",".",".","Married",".",".",2045,0001001,2,2,67374.50,12264.48,51.466,26829.23,2886.60,19569.36,4785.35,988.01,4056.43,13017.24,11511.72,17902.43,21236.30,55943.45,34327.94,5590.30,957.43,771.94,205.286,149.28,2900.55,856.25,45758.98,5766.99,1185.37,2111.29,935.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"29",".",".",".","Married",".",".",2055,0001001,2,2,73329.67,13431.42,36.811,27186.20,2611.06,23519.65,5357.84,1186.69,4547.68,14269.63,12593.22,21605.58,25433.72,58750.24,38044.43,7216.58,1140.24,927.77,252.739,237.03,3712.87,1092.21,52623.86,6725.71,1445.79,2532.27,1134.46,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"30",".",".",".","Married",".",".",2065,0001001,2,2,78226.58,14955.27,28.220,28349.51,2595.58,25125.27,5857.30,1315.44,5085.54,15840.12,14070.42,23271.23,26979.31,61726.37,40821.37,7812.67,1145.20,1026.68,269.860,293.55,4597.13,1355.12,57321.58,7910.75,1568.22,2632.06,1190.77,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"31",".",".",".","Widowed",".",".",2015,0001001,3,2,55721.06,15448.21,226.867,22966.22,5769.81,5273.54,5297.07,739.34,10934.38,14995.36,452.86,5273.54,0.00,50647.02,29059.35,2323.12,467.36,270.64,67.439,24.43,1507.28,413.77,34133.40,3048.87,931.06,1791.55,904.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"32",".",".",".","Widowed",".",".",2025,0001001,3,2,68990.42,17811.31,166.558,31239.15,5567.13,6575.90,6851.26,779.12,13836.35,17316.63,494.68,6575.90,0.00,62236.40,34160.23,3199.64,572.41,364.23,88.577,45.54,1902.61,581.01,40914.25,5288.75,1267.24,2597.29,860.94,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"33",".",".",".","Widowed",".",".",2035,0001001,3,2,70003.05,15139.54,110.448,34482.02,4770.85,6722.46,7914.42,863.31,14859.81,14662.15,477.39,6722.46,0.00,62003.03,32651.72,3700.29,585.22,382.07,92.582,69.51,2425.07,745.28,40651.74,8011.79,1258.79,2770.41,1004.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"34",".",".",".","Widowed",".",".",2045,0001001,3,2,74012.44,16750.25,104.273,37576.55,3287.24,6996.83,8472.59,824.72,16221.90,16188.64,561.60,6996.83,0.00,64222.91,34105.47,4429.63,704.57,390.13,98.220,129.13,3105.70,932.15,43894.99,10244.28,1591.28,3076.51,1019.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"35",".",".",".","Widowed",".",".",2055,0001001,3,2,73274.45,18115.68,94.302,35098.30,2575.17,7396.69,9018.03,976.27,18776.29,17539.20,576.49,7396.69,0.00,62046.70,35775.07,4754.17,661.62,422.70,103.354,173.62,3929.53,1182.74,47002.82,11744.59,1539.77,3255.50,1304.85,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"36",".",".",".","Widowed",".",".",2065,0001001,3,2,79170.93,19940.22,68.591,36553.36,2588.88,8367.96,10659.70,992.23,19977.97,19330.79,609.43,8367.96,0.00,65066.54,39366.70,6049.82,809.14,484.90,118.640,259.06,4916.90,1465.93,53471.09,14018.76,2390.45,3565.27,1538.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"37",".",".",".","Divorced",".",".",2015,0001001,4,2,58053.00,11914.43,283.660,23253.36,5798.92,12150.52,3777.06,875.06,8891.07,11914.43,0.00,12150.52,0.00,51761.65,29631.18,2932.52,637.75,658.17,159.130,19.36,1484.73,399.69,35922.53,1490.08,926.48,2053.88,429.51,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"38",".",".",".","Divorced",".",".",2025,0001001,4,2,58814.15,13995.94,225.927,21976.37,4841.35,12508.74,4277.76,988.06,9565.77,13995.94,0.00,12508.74,0.00,51667.78,31634.52,3204.15,588.38,697.57,170.432,33.15,1891.49,561.19,38780.90,2697.28,954.41,1972.36,596.83,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"39",".",".",".","Divorced",".",".",2035,0001001,4,2,61706.39,12057.31,199.141,25445.40,3875.78,14256.85,4962.09,909.81,11247.71,12057.31,0.00,14256.85,0.00,52294.52,31246.73,4408.85,787.35,793.18,198.507,107.39,2404.26,712.33,40658.60,4025.43,1377.85,2864.29,1092.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"40",".",".",".","Divorced",".",".",2045,0001001,4,2,71807.81,13619.95,171.080,32303.51,2863.43,15440.16,6269.30,1140.39,13228.18,13619.95,0.00,15440.16,0.00,60921.59,33824.56,4784.99,793.07,889.14,219.730,141.77,3131.99,925.55,44710.78,5475.72,1633.96,3312.00,1054.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"41",".",".",".","Divorced",".",".",2055,0001001,4,2,82438.65,15144.82,113.258,36432.23,2433.46,19426.31,7655.29,1233.29,14650.34,15144.82,0.00,19426.31,0.00,67482.99,37832.03,7276.64,1006.05,1017.26,277.601,284.55,3932.72,1160.85,52787.70,6353.24,2080.49,4259.92,1742.90,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"42",".",".",".","Divorced",".",".",2065,0001001,4,2,82469.16,16636.73,104.916,34846.48,2241.22,18945.17,8240.96,1453.69,16207.02,16636.73,0.00,18945.17,0.00,66265.34,38524.44,7225.35,963.96,1067.87,271.120,308.09,4913.97,1453.47,54728.26,7543.75,2041.05,4277.75,1483.97,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"43",".",".",".","Single",".",".",2015,0001001,5,2,48614.62,10048.11,636.000,16361.53,6360.39,11604.73,2913.87,690.00,7419.11,10048.11,0.00,11604.73,0.00,42341.80,27310.29,2912.05,682.94,576.69,143.055,31.47,1521.09,405.52,33583.11,1052.11,866.08,1903.92,421.78,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"44",".",".",".","Single",".",".",2025,0001001,5,2,54675.63,12148.65,438.453,18445.18,4266.83,15455.53,3069.21,851.77,9333.90,12148.65,0.00,15455.53,0.00,46452.97,30850.80,3941.93,755.19,840.73,211.074,60.83,1866.42,546.48,39073.46,2208.13,954.97,2016.00,733.12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"45",".",".",".","Single",".",".",2035,0001001,5,2,59575.97,10967.05,368.679,24645.43,3330.30,15255.83,4059.20,949.48,10243.65,10967.05,0.00,15255.83,0.00,50015.51,30072.93,4511.58,826.05,783.95,209.388,101.76,2420.37,707.37,39633.38,3887.94,1208.55,2680.95,984.61,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"46",".",".",".","Single",".",".",2045,0001001,5,2,63546.70,12163.27,268.614,29540.25,2880.55,13186.32,4503.58,1004.11,11451.21,12163.27,0.00,13186.32,0.00,53081.64,30402.22,4660.46,794.60,695.32,177.363,144.52,3089.47,903.32,40867.27,5478.18,1425.09,3310.50,1150.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"47",".",".",".","Single",".",".",2055,0001001,5,2,71047.62,12977.17,218.823,32506.42,2144.66,16869.70,5219.57,1111.28,13163.39,12977.17,0.00,16869.70,0.00,57379.88,33181.88,6259.74,1091.83,836.44,215.973,261.58,3862.37,1139.79,46849.62,5982.45,2626.40,3794.66,1124.48,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"48",".",".",".","Single",".",".",2065,0001001,5,2,76000.15,14540.63,172.237,34035.99,2465.72,17261.11,6431.86,1092.60,14532.89,14540.63,0.00,17261.11,0.00,60600.85,34907.58,6637.97,1042.10,907.47,234.169,292.70,4852.92,1431.97,50306.88,7195.66,1897.28,4200.63,1481.01,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"49",".",".",".",".",".",".",2015,0000001,1,3,58467.82,12064.12,171.823,21936.37,6345.42,13097.65,4068.22,784.22,5437.75,12471.38,5990.30,12614.71,9989.32,51599.26,30897.17,3571.10,745.94,522.88,141.832,41.24,1453.70,391.86,37765.73,1938.23,928.91,1759.42,675.93,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"50",".",".",".",".",".",".",2025,0000001,1,3,63374.10,13799.07,138.270,25053.48,5177.92,13783.23,4551.13,871.01,6503.22,14157.07,6970.65,12821.04,10326.55,55686.20,33301.58,3784.49,702.77,624.60,155.366,52.61,1826.50,541.56,40989.48,3446.42,1068.72,1945.25,759.60,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"51",".",".",".",".",".",".",2035,0000001,1,3,63618.24,11971.89,127.854,27295.63,3899.08,14330.34,5109.97,883.48,7503.08,12255.59,5817.20,13663.00,9991.15,54663.16,31620.37,4278.81,751.67,648.19,166.222,87.99,2329.61,692.59,40575.44,5015.95,1162.32,2262.26,922.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"52",".",".",".",".",".",".",2045,0000001,1,3,68744.35,13330.96,108.277,30089.16,2963.71,15593.88,5681.46,976.91,8741.97,13614.68,6187.64,14714.32,11205.35,57851.87,33662.37,5120.48,862.13,699.03,181.560,143.57,2998.54,887.17,44554.85,6593.23,1359.06,2630.65,998.18,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"53",".",".",".",".",".",".",2055,0000001,1,3,74070.37,14434.03,86.461,30652.53,2506.67,18954.78,6294.61,1141.29,9822.66,14771.25,6773.00,17941.53,13463.88,60212.14,36807.94,6613.38,1027.41,830.62,222.221,235.16,3804.31,1125.13,50666.17,7486.16,1733.41,3084.09,1239.27,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"54",".",".",".",".",".",".",2065,0000001,1,3,78503.90,15971.97,69.571,31571.48,2530.20,20029.52,7096.27,1234.89,10702.79,16331.27,7556.81,19048.14,14280.68,62659.36,39259.57,7223.32,1045.83,913.73,236.715,288.93,4736.12,1399.89,55104.11,8836.01,1828.20,3265.69,1338.06,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"55",".",".","1.White",".",".",".",2015,0010001,2,3,66641.71,13172.35,62.456,26363.13,6958.64,14623.40,4672.94,788.80,4101.85,13604.42,6677.66,14346.50,11056.74,58895.43,34060.60,4205.88,878.74,580.74,160.715,51.33,1472.95,395.94,41806.88,2292.37,1077.69,2069.65,761.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"56",".",".","1.White",".",".",".",2025,0010001,2,3,73175.08,15240.45,47.565,30618.04,5819.32,15242.80,5343.52,863.38,4615.39,15617.16,7800.67,14478.92,11112.70,64532.38,37177.61,4451.01,833.36,708.38,176.502,64.49,1858.55,550.41,45820.31,4050.31,1287.99,2360.86,907.63,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"57",".",".","1.White",".",".",".",2035,0010001,2,3,74472.26,13323.63,49.191,34098.45,4461.38,15619.89,6029.09,890.62,5178.99,13673.77,6457.03,15282.25,10487.98,64375.49,35518.83,5087.78,902.83,721.35,187.227,109.46,2379.72,708.41,45615.60,5992.93,1401.83,2775.60,1100.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"58",".",".","1.White",".",".",".",2045,0010001,2,3,81822.91,14887.60,43.637,38713.36,3435.04,16988.02,6812.27,942.98,5999.74,15247.39,6877.79,16325.88,11979.47,69461.85,38148.13,6138.79,1051.64,792.80,205.690,178.91,3081.26,911.98,50509.19,8008.13,1694.53,3310.05,1199.19,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"59",".",".","1.White",".",".",".",2055,0010001,2,3,87587.30,16063.44,36.453,38922.59,2905.34,21013.03,7499.91,1146.53,6833.43,16527.00,7530.16,20653.17,14619.07,72071.24,42094.09,7667.55,1244.75,963.84,255.980,289.16,3932.57,1162.21,57610.16,9008.25,2189.73,3791.42,1455.96,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"60",".",".","1.White",".",".",".",2065,0010001,2,3,92524.48,17747.63,26.148,39676.17,2976.69,22376.94,8498.10,1222.79,7266.67,18276.32,8389.27,21527.51,16072.35,74731.65,44908.49,8496.30,1270.20,1052.45,272.397,354.65,4902.65,1444.19,62701.32,10467.08,2265.20,4052.66,1566.17,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
